grievance_id,district,department,grievance_type,gps_match_flag,photo_uploaded,ivr_call_status,ivr_response,verification_status,reopen_flag
GJ-SWG-23258,Rajkot,Roads,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23259,Ahmedabad,Water,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23260,Vadodara,Roads,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23261,Ahmedabad,Roads,Pothole,1,0,FAILED,0,FAILED,1
GJ-SWG-23262,Rajkot,Electricity,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23263,Rajkot,Sanitation,Garbage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23264,Ahmedabad,Sanitation,Pothole,0,1,NO_RESPONSE,0,FAILED,1
GJ-SWG-23265,Ahmedabad,Roads,Garbage,0,1,NO_RESPONSE,0,FAILED,1
GJ-SWG-23266,Surat,Sanitation,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23267,Vadodara,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23268,Ahmedabad,Sanitation,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23269,Vadodara,Water,Drainage,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-23270,Ahmedabad,Sanitation,Leakage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23271,Rajkot,Water,Power Cut,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23272,Rajkot,Roads,Pothole,1,0,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23273,Surat,Electricity,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23274,Ahmedabad,Sanitation,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23275,Rajkot,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23276,Surat,Sanitation,Garbage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23277,Surat,Water,Power Cut,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23278,Vadodara,Electricity,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23279,Vadodara,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23280,Rajkot,Water,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23281,Rajkot,Roads,Leakage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23282,Rajkot,Electricity,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23283,Surat,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23284,Vadodara,Water,Drainage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23285,Vadodara,Roads,Drainage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23286,Vadodara,Roads,Leakage,0,0,SUCCESS,1,FAILED,1
GJ-SWG-23287,Surat,Sanitation,Leakage,0,1,FAILED,0,FAILED,1
GJ-SWG-23288,Vadodara,Water,Drainage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23289,Vadodara,Electricity,Leakage,0,0,NO_RESPONSE,0,FAILED,1
GJ-SWG-23290,Ahmedabad,Sanitation,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23291,Ahmedabad,Sanitation,Garbage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23292,Surat,Sanitation,Garbage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23293,Rajkot,Electricity,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23294,Rajkot,Water,Power Cut,0,1,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23295,Vadodara,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23296,Rajkot,Sanitation,Pothole,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23297,Vadodara,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23298,Rajkot,Roads,Drainage,0,0,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23299,Rajkot,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23300,Ahmedabad,Roads,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23301,Rajkot,Sanitation,Garbage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23302,Ahmedabad,Roads,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23303,Vadodara,Roads,Power Cut,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23304,Ahmedabad,Roads,Drainage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23305,Ahmedabad,Roads,Power Cut,0,1,FAILED,0,FAILED,1
GJ-SWG-23306,Vadodara,Water,Garbage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23307,Surat,Roads,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23308,Ahmedabad,Sanitation,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23309,Rajkot,Sanitation,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23310,Rajkot,Roads,Pothole,1,0,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23311,Ahmedabad,Water,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23312,Ahmedabad,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23313,Vadodara,Electricity,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23314,Ahmedabad,Electricity,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23315,Ahmedabad,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23316,Ahmedabad,Water,Power Cut,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23317,Vadodara,Roads,Garbage,0,1,FAILED,0,FAILED,1
GJ-SWG-23318,Vadodara,Water,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23319,Surat,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23320,Rajkot,Water,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23321,Surat,Water,Drainage,1,0,SUCCESS,1,FAILED,1
GJ-SWG-23322,Vadodara,Electricity,Drainage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23323,Rajkot,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23324,Ahmedabad,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23325,Vadodara,Electricity,Pothole,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23326,Vadodara,Electricity,Drainage,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-23327,Rajkot,Roads,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23328,Rajkot,Water,Power Cut,0,1,FAILED,0,FAILED,1
GJ-SWG-23329,Surat,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23330,Surat,Roads,Garbage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23331,Rajkot,Sanitation,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23332,Ahmedabad,Roads,Drainage,1,0,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23333,Ahmedabad,Water,Power Cut,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23334,Vadodara,Water,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23335,Ahmedabad,Sanitation,Pothole,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23336,Surat,Water,Power Cut,1,0,SUCCESS,2,FAILED,1
GJ-SWG-23337,Surat,Electricity,Drainage,0,1,FAILED,0,FAILED,1
GJ-SWG-23338,Surat,Sanitation,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23339,Rajkot,Sanitation,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23340,Ahmedabad,Roads,Leakage,0,0,SUCCESS,1,FAILED,1
GJ-SWG-23341,Vadodara,Roads,Drainage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23342,Vadodara,Electricity,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23343,Ahmedabad,Sanitation,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23344,Vadodara,Sanitation,Leakage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-23345,Vadodara,Water,Power Cut,0,0,SUCCESS,2,REOPENED,1
GJ-SWG-23346,Vadodara,Water,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23347,Rajkot,Water,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23348,Surat,Electricity,Power Cut,1,0,SUCCESS,1,FAILED,1
GJ-SWG-23349,Ahmedabad,Sanitation,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23350,Surat,Electricity,Garbage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23351,Vadodara,Electricity,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23352,Vadodara,Sanitation,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23353,Vadodara,Roads,Power Cut,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23354,Surat,Water,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23355,Rajkot,Electricity,Leakage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23356,Surat,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23357,Vadodara,Roads,Power Cut,0,0,SUCCESS,2,REOPENED,1
GJ-SWG-23358,Vadodara,Electricity,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23359,Rajkot,Roads,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23360,Vadodara,Water,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23361,Rajkot,Roads,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23362,Surat,Sanitation,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23363,Vadodara,Electricity,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23364,Rajkot,Water,Pothole,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-23365,Vadodara,Sanitation,Power Cut,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-23366,Ahmedabad,Electricity,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23367,Ahmedabad,Roads,Power Cut,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23368,Vadodara,Sanitation,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23369,Ahmedabad,Water,Garbage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23370,Ahmedabad,Roads,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23371,Ahmedabad,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23372,Ahmedabad,Sanitation,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23373,Surat,Sanitation,Garbage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23374,Rajkot,Water,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23375,Rajkot,Sanitation,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23376,Vadodara,Water,Leakage,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-23377,Surat,Electricity,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23378,Surat,Roads,Power Cut,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23379,Ahmedabad,Sanitation,Drainage,0,1,FAILED,0,FAILED,1
GJ-SWG-23380,Vadodara,Roads,Garbage,1,0,FAILED,0,FAILED,1
GJ-SWG-23381,Rajkot,Water,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23382,Vadodara,Sanitation,Drainage,0,0,FAILED,0,FAILED,1
GJ-SWG-23383,Vadodara,Roads,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23384,Ahmedabad,Water,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23385,Rajkot,Electricity,Drainage,0,1,FAILED,0,REOPENED,1
GJ-SWG-23386,Vadodara,Water,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23387,Ahmedabad,Electricity,Leakage,1,0,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23388,Vadodara,Sanitation,Leakage,0,0,SUCCESS,2,FAILED,1
GJ-SWG-23389,Vadodara,Sanitation,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23390,Vadodara,Sanitation,Pothole,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23391,Rajkot,Sanitation,Leakage,1,0,FAILED,0,FAILED,1
GJ-SWG-23392,Vadodara,Electricity,Garbage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23393,Ahmedabad,Water,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23394,Ahmedabad,Water,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23395,Ahmedabad,Electricity,Pothole,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23396,Rajkot,Sanitation,Power Cut,0,0,SUCCESS,2,FAILED,1
GJ-SWG-23397,Vadodara,Water,Drainage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23398,Surat,Sanitation,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23399,Surat,Water,Drainage,1,0,FAILED,0,FAILED,1
GJ-SWG-23400,Vadodara,Electricity,Drainage,1,0,NO_RESPONSE,0,FAILED,1
GJ-SWG-23401,Rajkot,Roads,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23402,Ahmedabad,Electricity,Power Cut,0,0,SUCCESS,2,FAILED,1
GJ-SWG-23403,Surat,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23404,Rajkot,Roads,Pothole,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23405,Rajkot,Water,Garbage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23406,Rajkot,Electricity,Garbage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23407,Vadodara,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23408,Rajkot,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23409,Ahmedabad,Water,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23410,Ahmedabad,Sanitation,Power Cut,1,0,SUCCESS,1,FAILED,1
GJ-SWG-23411,Ahmedabad,Sanitation,Drainage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23412,Surat,Roads,Garbage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23413,Vadodara,Water,Garbage,0,1,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23414,Surat,Water,Leakage,0,1,FAILED,0,REOPENED,1
GJ-SWG-23415,Rajkot,Sanitation,Pothole,0,0,SUCCESS,2,FAILED,1
GJ-SWG-23416,Surat,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23417,Rajkot,Electricity,Pothole,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23418,Ahmedabad,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23419,Surat,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23420,Surat,Roads,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23421,Surat,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23422,Surat,Roads,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23423,Vadodara,Water,Garbage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23424,Surat,Electricity,Power Cut,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23425,Vadodara,Roads,Pothole,0,1,FAILED,0,REOPENED,1
GJ-SWG-23426,Surat,Electricity,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23427,Vadodara,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23428,Ahmedabad,Sanitation,Pothole,1,0,SUCCESS,2,FAILED,1
GJ-SWG-23429,Surat,Roads,Garbage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23430,Ahmedabad,Electricity,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23431,Ahmedabad,Water,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23432,Surat,Water,Garbage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23433,Vadodara,Sanitation,Power Cut,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23434,Surat,Water,Garbage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23435,Ahmedabad,Electricity,Leakage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23436,Vadodara,Electricity,Pothole,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-23437,Vadodara,Sanitation,Garbage,0,1,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23438,Rajkot,Water,Drainage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23439,Vadodara,Sanitation,Leakage,1,0,FAILED,0,FAILED,1
GJ-SWG-23440,Surat,Water,Power Cut,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23441,Ahmedabad,Roads,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23442,Surat,Electricity,Drainage,0,1,FAILED,0,REOPENED,1
GJ-SWG-23443,Surat,Roads,Garbage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23444,Vadodara,Electricity,Drainage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23445,Ahmedabad,Sanitation,Leakage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23446,Surat,Water,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23447,Surat,Electricity,Drainage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23448,Surat,Water,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23449,Ahmedabad,Sanitation,Power Cut,0,1,FAILED,0,FAILED,1
GJ-SWG-23450,Ahmedabad,Sanitation,Pothole,0,1,NO_RESPONSE,0,FAILED,1
GJ-SWG-23451,Rajkot,Sanitation,Leakage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23452,Rajkot,Roads,Drainage,0,1,FAILED,0,REOPENED,1
GJ-SWG-23453,Ahmedabad,Sanitation,Garbage,0,0,FAILED,0,REOPENED,1
GJ-SWG-23454,Surat,Electricity,Drainage,0,0,SUCCESS,1,FAILED,1
GJ-SWG-23455,Rajkot,Water,Drainage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23456,Surat,Sanitation,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23457,Rajkot,Sanitation,Leakage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23458,Rajkot,Water,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23459,Rajkot,Roads,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23460,Rajkot,Water,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23461,Ahmedabad,Sanitation,Pothole,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23462,Surat,Water,Drainage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23463,Surat,Water,Power Cut,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23464,Surat,Roads,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23465,Rajkot,Sanitation,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23466,Vadodara,Sanitation,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23467,Rajkot,Electricity,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23468,Vadodara,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23469,Surat,Electricity,Pothole,1,0,SUCCESS,2,FAILED,1
GJ-SWG-23470,Surat,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23471,Vadodara,Roads,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23472,Rajkot,Electricity,Pothole,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23473,Rajkot,Water,Pothole,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23474,Rajkot,Roads,Garbage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23475,Ahmedabad,Sanitation,Drainage,1,0,SUCCESS,1,FAILED,1
GJ-SWG-23476,Vadodara,Sanitation,Leakage,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23477,Ahmedabad,Electricity,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23478,Rajkot,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23479,Ahmedabad,Water,Power Cut,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23480,Rajkot,Water,Power Cut,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23481,Surat,Roads,Drainage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23482,Vadodara,Electricity,Garbage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23483,Rajkot,Water,Garbage,1,0,SUCCESS,1,FAILED,1
GJ-SWG-23484,Surat,Sanitation,Garbage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-23485,Vadodara,Electricity,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23486,Vadodara,Sanitation,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23487,Ahmedabad,Electricity,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23488,Vadodara,Sanitation,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23489,Rajkot,Electricity,Drainage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23490,Surat,Sanitation,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23491,Ahmedabad,Water,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23492,Rajkot,Electricity,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23493,Rajkot,Electricity,Leakage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23494,Rajkot,Water,Pothole,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23495,Ahmedabad,Electricity,Leakage,0,1,SUCCESS,2,FAILED,1
GJ-SWG-23496,Surat,Roads,Power Cut,0,1,SUCCESS,1,REOPENED,1
GJ-SWG-23497,Vadodara,Water,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23498,Vadodara,Water,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23499,Vadodara,Sanitation,Garbage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23500,Rajkot,Roads,Garbage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23501,Vadodara,Electricity,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23502,Rajkot,Water,Garbage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23503,Rajkot,Water,Power Cut,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23504,Rajkot,Electricity,Power Cut,0,1,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23505,Rajkot,Sanitation,Power Cut,1,0,SUCCESS,1,FAILED,1
GJ-SWG-23506,Surat,Roads,Pothole,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23507,Rajkot,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23508,Ahmedabad,Roads,Drainage,0,0,SUCCESS,1,REOPENED,1
GJ-SWG-23509,Vadodara,Electricity,Leakage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23510,Surat,Water,Garbage,1,1,NO_RESPONSE,0,VERIFIED,0
GJ-SWG-23511,Vadodara,Electricity,Drainage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23512,Surat,Roads,Power Cut,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23513,Vadodara,Roads,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23514,Ahmedabad,Sanitation,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23515,Surat,Roads,Power Cut,0,0,NO_RESPONSE,0,REOPENED,1
GJ-SWG-23516,Vadodara,Electricity,Pothole,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23517,Vadodara,Roads,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23518,Rajkot,Roads,Leakage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23519,Ahmedabad,Sanitation,Leakage,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23520,Rajkot,Electricity,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23521,Ahmedabad,Electricity,Garbage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23522,Rajkot,Roads,Drainage,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23523,Surat,Water,Pothole,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23524,Rajkot,Sanitation,Leakage,0,1,FAILED,0,REOPENED,1
GJ-SWG-23525,Surat,Water,Garbage,0,1,FAILED,0,FAILED,1
GJ-SWG-23526,Surat,Roads,Pothole,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23527,Vadodara,Water,Pothole,0,1,FAILED,0,FAILED,1
GJ-SWG-23528,Ahmedabad,Sanitation,Leakage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23529,Rajkot,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23530,Rajkot,Water,Drainage,1,0,SUCCESS,2,FAILED,1
GJ-SWG-23531,Surat,Water,Garbage,0,1,SUCCESS,2,REOPENED,1
GJ-SWG-23532,Rajkot,Water,Pothole,1,1,SUCCESS,2,FAILED,1
GJ-SWG-23533,Rajkot,Electricity,Drainage,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23534,Rajkot,Roads,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23535,Surat,Roads,Power Cut,1,0,SUCCESS,1,FAILED,1
GJ-SWG-23536,Surat,Roads,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23537,Rajkot,Sanitation,Leakage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23538,Vadodara,Electricity,Power Cut,1,0,SUCCESS,1,REOPENED,1
GJ-SWG-23539,Surat,Roads,Garbage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23540,Ahmedabad,Sanitation,Garbage,1,0,SUCCESS,2,REOPENED,1
GJ-SWG-23541,Ahmedabad,Roads,Power Cut,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23542,Surat,Sanitation,Drainage,0,1,SUCCESS,1,FAILED,1
GJ-SWG-23543,Rajkot,Sanitation,Drainage,1,1,SUCCESS,1,VERIFIED,0
GJ-SWG-23544,Surat,Water,Power Cut,0,0,SUCCESS,2,REOPENED,1
GJ-SWG-23545,Surat,Water,Power Cut,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23546,Vadodara,Roads,Power Cut,1,1,FAILED,0,VERIFIED,0
GJ-SWG-23547,Surat,Electricity,Drainage,1,1,SUCCESS,2,REOPENED,1
GJ-SWG-23548,Vadodara,Sanitation,Drainage,1,0,FAILED,0,REOPENED,1
